Dominio,Tabela,Caminho,TamanhoArquivo,QtdColunas,ClassesCampo,CamposPrincipais,Criticidade
produto_servico,ContaCor9,Ger\Filial\ContaCor9.DB,2048,13,id_codigo:6; outro:5; texto_observacao:1; data_hora:1,SeqBan; Histor; DatLan; ValBan; TipLan; CodCla; CodUsuario; SeqCai; CodSubC; TipOpe; CodCenCus; CodClaProj; CodUnid,critica
produto_servico,Produt,Ger\Filial\Produt.DB,67584,48,outro:23; ordem_rol_ref:7; id_codigo:6; produto_ref:3; fiscal_documento:3; quantidade:2; data_hora:2; cliente_ref:1,CodPro; DesPro; GruPro; Quant_Est; Quant_Cli; PrePro; ArqImagem; PesoProduto; TipoControle; Unidade; QdePecas; ValCom; Pontos; TipCom; ValComL; PontosL; TipComL; CodFor,critica
produto_servico,CadPro,Importa\ESC\DADOS\CadPro.DB,2048,13,data_hora:5; outro:4; cliente_ref:3; id_codigo:1,CodPro; NomPro; EndPro; CidPro; EstPro; CepPro; TelPro; DddPro; DatNas; HorAul0; HorAul; HorAul2; HorAul3,critica
produto_servico,CadCorTer,Lav\Dados\CadCorTer.DB,2048,3,id_codigo:2; valor_monetario:1,CodTipTing; CodCorTer; DesCorTer,critica
produto_servico,CadDefeitoGru,Lav\Dados\CadDefeitoGru.DB,2048,2,id_codigo:1; outro:1,CodDef; GruPro,critica
produto_servico,CadMarca,Lav\Dados\CadMarca.DB,67584,7,outro:2; texto_observacao:2; id_codigo:1; cliente_ref:1; data_hora:1,CodMar; DesMar; Obs; Cancelado; MotivoCan; DatCan; DesMarAbr,critica
produto_servico,CadMarcaGru,Lav\Dados\CadMarcaGru.DB,34816,2,id_codigo:1; outro:1,CodMar; GruPro,critica
produto_servico,Cores,Lav\Dados\Cores.DB,6144,7,id_codigo:3; valor_monetario:2; cliente_ref:1; texto_observacao:1,CodCor; DesCor; NumCor; DesCorAbr; Cancelado; MotivoCan; CodCorTer,critica
produto_servico,Defeitos,Lav\Dados\Defeitos.DB,34816,5,outro:2; id_codigo:1; cliente_ref:1; texto_observacao:1,CodDef; DesDef; DesDefAbr; Cancelado; MotivoCan,critica
produto_servico,MovItemCor,Lav\FILIAL\MovItemCor.DB,34816,5,id_codigo:2; ordem_rol_ref:1; outro:1; valor_monetario:1,Rol; CodPro; SeqPro; CodCor; DesCor,critica
produto_servico,DupCorrCab,REC\FILIAL\DupCorrCab.DB,2048,8,id_codigo:3; data_hora:2; ordem_rol_ref:1; cliente_ref:1; texto_observacao:1,NumFat; NumDup; DatCorr; HorCorr; CodUsuario; Cancelado; DatCan; MotivoCan,critica
produto_servico,DupCorrItem,REC\FILIAL\DupCorrItem.DB,2048,5,id_codigo:3; data_hora:1; outro:1,NumFat; NumDup; DatCorr; CodCorr; CompCorr,critica
produto_servico,CadOcorCla,SAT\DADOS\CadOcorCla.DB,2048,11,ordem_rol_ref:2; fiscal_documento:2; outro:2; id_codigo:1; cliente_ref:1; texto_observacao:1; data_hora:1; valor_monetario:1,CodOcorCla; DesOcorCla; ObsOcorCla; Cancelado; MotivoCan; DatCan; Desconto; CorSatCla; CorSatClaF; PrioridCor; Priorid,critica
produto_servico,CadOcorSubC,SAT\DADOS\CadOcorSubC.DB,2048,6,texto_observacao:2; id_codigo:1; outro:1; cliente_ref:1; data_hora:1,CodOcorSubC; DesOcorSubC; ObsOcorSubC; Cancelado; MotivoCan; DatCan,critica
produto_servico,CadProjSat,SAT\FILIAL\CadProjSat.DB,2048,9,data_hora:3; id_codigo:2; produto_ref:1; outro:1; fiscal_documento:1; status_situacao:1,CodProjSat; DesProjSat; TipProj; CodCli; DatIni; DatPrevFin; DatFin; SatPara; SitProj,critica
produto_servico,MovSatCliOcor,SAT\FILIAL\MovSatCliOcor.DB,4229120,21,data_hora:7; id_codigo:5; outro:5; status_situacao:2; texto_observacao:1; fiscal_documento:1,CodCli; SeqOcor; SitOcor; CodUsuario; Obs; DatLan; HorLan; DatPrevSol; DatSol; HorSol; SatPara; DatAlerta; HorAlerta; DatPrevOri; CodOcorCla; CodOcorSubC; Importante; BloqVisual,critica
produto_servico,MovSatForOcor,SAT\FILIAL\MovSatForOcor.DB,2048,21,data_hora:7; id_codigo:5; outro:5; status_situacao:2; texto_observacao:1; fiscal_documento:1,CodFor; SeqOcor; SitOcor; CodUsuario; Obs; DatLan; HorLan; DatPrevSol; DatSol; HorSol; SatPara; DatAlerta; HorAlerta; DatPrevOri; CodOcorCla; CodOcorSubC; Importante; BloqVisual,critica
produto_servico,MovSatIntOcor,SAT\FILIAL\MovSatIntOcor.DB,2048,21,data_hora:7; id_codigo:5; outro:5; status_situacao:2; texto_observacao:1; fiscal_documento:1,CodInt; SeqOcor; SitOcor; CodUsuario; Obs; DatLan; HorLan; DatPrevSol; DatSol; HorSol; SatPara; DatAlerta; HorAlerta; DatPrevOri; CodOcorCla; CodOcorSubC; Importante; BloqVisual,critica
